FirstByte	LastByte	Type	Compressed	Description	Modified
006295	0062B4	CODE	N	"Event Commands 0D, 0E"	2004.03.31
0062B5	0062DD	CODE	N	"Event Commands 10, 11"	2004.04.01
0062DE	006441	CODE	N	"Event Commands 12, 13, 14, 15, 16"	2004.06.25
006442	006466	CODE	N	Event Command 18	2004.06.14
006467	006486	PTR	N	Pointers to Event Command 16 Operator routines (local)	2004.06.21
006487	00653A	CODE	N	Event Command 16 Operator routines	2004.03.26
00653B	006567	CODE	N	"Event Command 19, 1C"	2004.06.25
006568	00658E	CODE	N	Event Command 1A	2004.03.31
00658F	0065A9	CODE	N	Event Command 20	2004.06.23
0065AA	0065F7	CODE	N	"Event Commands 21, 22"	2004.05.25
0065F8	00662B	CODE	N	"Event Commands 23, 24"	2004.07.07
00662C	006654	CODE	N	Event Command 27	2004.06.28
006655	0066A4	CODE	N	Event Command 28	2004.07.06
0066A5	006787	CODE	N	"Event Commands 2D, 30, 31, 34, 35, 36, 37, 38, 39, 3F, 40, 41, 42, 43, 44 (and probably 3B, 3C)"	2004.07.07
006788	006791	CODE	N	Event Command 47	2004.07.07
006792	0067D6	CODE	N	"Event Commands 48, 49"	2004.06.21
0067D7	00680B	CODE	N	"Event Commands 4A, 4B"	2004.06.17
00680C	006828	CODE	N	Event Command 4C	2004.06.03
006829	006845	CODE	N	Event Command 4D	2004.06.18
006846	0068A4	CODE	N	Event Command 4E	2004.05.24
0068A5	0068C5	CODE	N	Event Command 4F	2004.03.30
0068C6	0068E8	CODE	N	Event Command 50	2004.06.29
0068E9	006912	CODE	N	Event Command 51	2004.06.24
006913	00693C	CODE	N	Event Command 52	2004.07.07
00693D	006963	CODE	N	Event Command 53	2004.03.26
006964	00698A	CODE	N	Event Command 54	2004.07.06
00698B	0069A5	CODE	N	Event Command 55	2004.06.18
0069A6	0069C3	CODE	N	Event Command 56	2004.04.29
0069C4	0069EA	CODE	N	Event Command 58	2004.03.29
0069EB	006A11	CODE	N	Event Command 59	2004.07.06
006A12	006A1E	CODE	N	Event Command 5A	2004.05.26
006A1F	006A44	CODE	N	Event Command 5B	2004.04.01
006A45	006A73	CODE	N	Event Command 5D	2009.01.27
006A74	006AA2	CODE	N	Event Command 5E	2004.06.25
006AA3	006AC8	CODE	N	Event Command 5F	2004.06.24
006AC9	006AF0	CODE	N	Event Command 60	2004.06.24
006AF1	006B1F	CODE	N	Event Command 61	2004.05.28
006B20	006B4A	CODE	N	Event Command 63	2004.06.23
006B4B	006B75	CODE	N	Unknown routines	2004.06.23
006B76	006BA3	CODE	N	Event Command 65	2004.05.24
006BA4	006BD1	CODE	N	Event Command 66	2004.05.26
006BD2	006BF6	CODE	N	Event Command 67	2004.06.24
006BF7	006C1B	CODE	N	Event Command 69	2004.06.18
006C1C	006C40	CODE	N	Event Command 6B	2004.06.29
006C41	006C68	CODE	N	Event Command 6F	2004.03.31
006C69	006C84	CODE	N	Event Command 71	2004.04.06
006C85	006CA0	CODE	N	Event Command 72	2004.06.24
006CA1	006CBC	CODE	N	Event Command 73	2004.06.03
006CBD	006CD5	CODE	N	Event Command 75	2004.03.31
006CD6	006CEF	CODE	N	Event Command 76	2004.06.29
006CF0	006D08	CODE	N	Event Command 77	2004.03.31
006D09	006D2E	CODE	N	Event Command 7F	2004.03.31
006D2F	006E26	CODE	N	Unknown routines	2008.02.13
006E27	006E40	CODE	N	"Subroutine called by Event Command 29, load source and destination address to decompress ASCII credits text font"	2008.02.13
006E41	006E5B	CODE	N	"Subroutine called by Event Command 29, DMA info for ASCII credits text font"	2008.02.13
006E5C	006E9F	CODE	N	Unknown routines	2008.02.13
006EA0	006EAF	DATA	N	"Window background type data, 2 bytes per window (8 total)"	2008.07.30
006EB0	00759F	CODE	N	Unknown routines	2008.02.13
0075A0	0075E8	CODE	N	"Unknown routines used by Event Command 29, and ???"	2008.02.13
0075E9	009AA0	CODE	N	Unknown routines	2008.02.13
009AA1	009AC7	CODE	N	Load Tile Properties	2004.07.15
009AC8	009AD2	CODE	N	Unknown routines	2004.07.15
009AD3	009B61	CODE	N	Check Tile Properties	2004.07.15
009B61	009BF4	CODE	N	Unknown routines	2004.07.15
009BF5	009C0A	DATA	N	data related to tile solidity	2004.07.15
009C0B	009C20	DATA	N	data related to tile solidity	2004.07.15
009C21	009C36	DATA	N	data related to tile solidity	2004.07.15
009C36	009FF6	CODE	N	Unknown routines	2004.07.15
009FF7	00A078	PTR	N	"Pointers to unknown routines, used indirectly by Event Command B0, mostly aliases (first at 009FF2)"	2004.06.21
00A079	00A6AE	CODE	N	Unknown routines	2004.04.21
00A6AF	00A70D	CODE	N	Create Location exit map	2004.04.21
00A70E	00C5C1	CODE	N	Unknown routines	2004.04.21
00C5C2			N		2004.03.26
00C98A	00E6A1	CODE	N	Unknown routines	2008.07.14
00E6A2	00E6B5	CODE	N	Check bank used for graphics	2008.07.14
00E6B6	00E738	CODE	N	Routines used for graphics in bank $D5 (Ayla)	2008.07.14
00E739	00E7BB	CODE	N	Routines used for graphics in bank $D4	2008.07.14
00E7BC	00E83E	CODE	N	Routines used for graphics in bank $D2	2008.07.14
00E83F	00E8C1	CODE	N	Routines used for graphics in bank $D3	2008.07.14
00E8C2	00E934	CODE	N	Routines used for decompressed graphics in bank $7F	2008.07.14
00E935	00EC76	CODE	N	Unknown routines	2008.07.14
00EC77	00ECA2	CODE	N	ASCII text related DMA to VRAM	2008.02.13
00ECA3	00F1A5	CODE	N	Unknown routines	2008.02.13
00F1A6			N		2003.04.28
00F2F0	00F2FF	---	N	UNUSED SPACE (16 bytes)	2003.04.28
00F300			N		2003.04.28
00F700	00F7FF	DATA	N	"Unknown data, related to sprite movement (North, South, East, West)?"	2007.08.15
00F800	00F8FF	DATA	N	Unknown data related to PC2 and PC3 following on Dactyl	2008.02.20
00F900					2008.02.20
00FD00	00FDFF	DATA	N	Random number data sorted by column(?)	2007.02.09
00FE00	00FEFF	DATA	N	Random numbers (1 byte each) used by Event Command 7F	2007.01.15
00FF00	00FF06	CODE	N	Entry point in SMC (finish w/ jump to 3DC000)	2008.02.12
00FF07			N		2003.04.22
00FF10	00FF13	CODE	N	Jumps to 7E0500 in memory	2008.02.20
00FF14					2008.02.20
00FF18	00FF1D	CODE	N	"Appears to be debug related, infinite loop"	2008.07.14
00FF1E					2008.07.14
00FF20	00FF27	DATA	N	Values used to set a bit by event code	2004.01.14
00FF28	00FF2F	DATA	N	Values used to reset a bit by event code	2004.01.14
00FF30			N		2004.01.14
00FFB2	00FFB5	TXT	N	Game ID (ACTE)	2007.01.15
00FFB6			N		2007.01.15
00FFC0	00FFD4	ROM	N	ROM Title (ASCII)	2003.04.22
00FFD5	00FFD5	ROM	N	"ROM Makeup (Speed & Bank Size) - Value: Fast, Hi"	2003.04.22
00FFD6	00FFD6	ROM	N	Rom Type - Value: ROM and SRAM	2003.04.22
00FFD7	00FFD7	ROM	N	Rom Size - Value: 32 megabit	2003.04.22
00FFD8	00FFD8	ROM	N	SRAM size - Value: 64k	2003.04.22
00FFD9	00FFD9	ROM	N	Country code - Value: USA	2003.04.22
00FFDA	00FFDA	ROM	N	License - Value: Sunsoft(?)	2003.04.22
00FFDB	00FFDB	ROM	N	Version - Value: 1.0	2003.04.22
00FFDC	00FFDD	ROM	N	Inverse Checksum - Value: 8773	2003.04.22
00FFDE	00FFDF	ROM	N	Checksum - Value: 788C	2003.04.22
00FFE0			N		2003.04.22
00FFEA	00FFEB	ROM	N	NMI Vector (value: FF10)	2003.04.22
00FFFC	00FFFD	ROM	N	Reset Vector - Value: FF00	2003.04.22
00FFFE			N		2003.04.22
010000	012896	CODE	N	Unknown routines	2007.01.15
012897	0128AF	CODE	N	Battle bit 1.04 Close enemies	2007.01.15
0128B0	014063	CODE	N	Unknown routines	2008.07.14
014064	014073	CODE	N	Check debug flag $0FFFFF and set memory addresses	2008.07.14
014074	014083	CODE	N	Check debug flag $0FFFFE and set memory addresses	2008.07.14
014080	018344	CODE	N	Unknown routines	2008.07.14
014084	01408F	CODE	N	Check debug flag $0FFFFD and set memory addresses	2008.07.14
018345	018352	CODE	N	Check $01FFFF flag and Controller 2 Select button for instant win battles - debug feature	2008.07.14
018353	018EA6	CODE	N	Unknown routines	2008.07.14
018EA7	018EAA	CODE	N	Enemy AI Condition 00	2008.07.14
018EAB	018F10	CODE	N	Enemy AI Condition 01	2008.07.14
018F11	018F86	CODE	N	Enemy AI Condition 02	2008.07.14
018F87	018FD9	CODE	N	Enemy AI Condition 03	2008.07.14
018FDA	019012	CODE	N	Enemy AI Condition 04	2008.07.14
019013	019044	CODE	N	Enemy AI Condition 05	2008.07.14
019045	019081	CODE	N	Enemy AI Condition 06	2008.07.14
019082	0190BD	CODE	N	Enemy AI Condition 07	2008.07.14
0190BE	01912F	CODE	N	Enemy AI Condition 08	2008.07.14
019130	01918D	CODE	N	Enemy AI Condition 09	2008.07.14
01918E	0191F8	CODE	N	Enemy AI Condition 0A	2008.07.14
0191F9	01925C	CODE	N	Enemy AI Condition 0B	2008.07.14
01925D	0192A2	CODE	N	Enemy AI Condition 0C	2008.07.14
0192A3	019313	CODE	N	Enemy AI Condition 0D	2008.07.14
019314	01938C	CODE	N	Enemy AI Condition 0E	2008.07.14
01938D	0193E5	CODE	N	Enemy AI Condition 0F	2008.07.14
0193E6	019429	CODE	N	Enemy AI Condition 10	2008.07.14
01942A	019473	CODE	N	Enemy AI Condition 11	2008.07.14
019474	0194D1	CODE	N	Enemy AI Condition 12	2008.07.14
0194D2	019513	CODE	N	Enemy AI Condition 13	2008.07.14
019514	019599	CODE	N	Enemy AI Condition 14	2008.07.14
01959A	0195D5	CODE	N	Enemy AI Condition 15	2008.07.14
0195D6	0195D9	CODE	N	Enemy AI Condition 16	2008.07.14
0195DA	0195F9	CODE	N	Enemy AI Condition 17	2008.07.14
0195FA	019651	CODE	N	"Enemy AI Conditions 18, 23, 24, 25, 26, 27, 28"	2008.07.14
019652	019655	CODE	N	Enemy AI Condition 19	2008.07.14
019656	0196A4	CODE	N	Enemy AI Condition 1A	2008.07.14
0196A5	0196D3	CODE	N	Enemy AI Condition 1B	2008.07.14
0196D4	019727	CODE	N	Enemy AI Condition 1C	2008.07.14
019728	01975B	CODE	N	Enemy AI Condition 1D	2008.07.14
01975C	019764	CODE	N	Enemy AI Condition 1E	2008.07.14
019765	0197AA	CODE	N	Enemy AI Condition 1F	2008.07.14
0197AB	0197BF	CODE	N	Enemy AI Condition 20	2008.07.14
0197C0	0197D4	CODE	N	Enemy AI Condition 21	2008.07.14
0197D5	01980F	CODE	N	Enemy AI Condition 22	2008.07.14
019810	019839	CODE	N	Enemy AI Action 1st set - Command 00	2008.07.14
01983A	0198C3	CODE	N	"Enemy AI Action 1st set - Commands 01, 02"	2008.07.14
0198C4	0198C4	CODE	N	Enemy AI Action 1st set - Command 03 (nothing)	2008.07.14
0198C5	01995F	CODE	N	Enemy AI Action 1st set - Command 04	2008.07.14
019960	019960	CODE	N	Enemy AI Action 1st set - Command 05 (nothing)	2008.07.14
019961	019961	CODE	N	Enemy AI Action 1st set - Command 06 (nothing)	2008.07.14
019962	019965	CODE	N	Enemy AI Action 1st set - Command 07	2008.07.14
019966	019966	CODE	N	Enemy AI Action 1st set - Command 08 (nothing)	2008.07.14
019967	019977	CODE	N	Enemy AI Action 1st set - Command 09	2008.07.14
019978	019978	CODE	N	Enemy AI Action 1st set - Command 0A (nothing)	2008.07.14
019979	01997C	CODE	N	Enemy AI Action 1st set - Command 0B	2008.07.14
01997D	01997D	CODE	N	Enemy AI Action 1st set - Command 0C (nothing)	2008.07.14
01997E	01997E	CODE	N	Enemy AI Action 1st set - Command 0D (nothing)	2008.07.14
01997F	01997F	CODE	N	Enemy AI Action 1st set - Command 0E (nothing)	2008.07.14
019980	019980	CODE	N	Enemy AI Action 1st set - Command 0F (nothing)	2008.07.14
019981	0199B3	CODE	N	"Enemy AI Action 1st set - Commands 10, 16"	2008.07.14
0199B4	0199B7	CODE	N	"Enemy AI Action 1st set - Commands 11, 12, 13, 14, 15"	2008.07.14
0199B8	0199BD	CODE	N	Enemy AI Action 2nd set - Command 00	2008.07.14
0199BE	019A38	CODE	N	Enemy AI Action 2nd set - Command 01	2008.07.14
019A39	019B45	CODE	N	Enemy AI Action 2nd set - Command 02	2008.07.14
019B46	019B46	CODE	N	Enemy AI Action 2nd set - Command 03 (nothing)	2008.07.14
019B47	019B47	CODE	N	Enemy AI Action 2nd set - Command 04 (nothing)	2008.07.14
019B48	019B8B	CODE	N	Enemy AI Action 2nd set - Command 05	2008.07.14
019B8C	019B8C	CODE	N	Enemy AI Action 2nd set - Command 06 (nothing)	2008.07.14
019B8D	019C6D	CODE	N	Enemy AI Action 2nd set - Command 07	2008.07.14
019C6E	019C6E	CODE	N	Enemy AI Action 2nd set - Command 08 (nothing)	2008.07.14
019C6F	019CB2	CODE	N	Enemy AI Action 2nd set - Command 09	2008.07.14
019CB3	019D1A	CODE	N	Enemy AI Action 2nd set - Command 0A	2008.07.14
019D1B	019D71	CODE	N	Enemy AI Action 2nd set - Command 0B	2008.07.14
019D72	019DCD	CODE	N	Enemy AI Action 2nd set - Command 0C	2008.07.14
019DCE	019E61	CODE	N	Enemy AI Action 2nd set - Command 0D	2008.07.14
019E62	019E62	CODE	N	Enemy AI Action 2nd set - Command 0E (nothing)	2008.07.14
019E63	019E77	CODE	N	Enemy AI Action 2nd set - Command 0F	2008.07.14
019E78	019F59	CODE	N	Enemy AI Action 2nd set - Command 10	2008.07.14
019F5A	019FD1	CODE	N	Enemy AI Action 2nd set - Command 11	2008.07.14
019FD2	01A14D	CODE	N	Enemy AI Action 2nd set - Command 12	2008.07.14
01A14E	01A187	CODE	N	Enemy AI Action 2nd set - Command 13	2008.07.14
01A188	01A20A	CODE	N	Enemy AI Action 2nd set - Command 14	2008.07.14
01A20B	01A395	CODE	N	Enemy AI Action 2nd set - Command 15	2008.07.14
01A396	01A3D0	CODE	N	Enemy AI Action 2nd set - Command 16	2008.07.14
01A3D1	01A451	CODE	N	Unknown routines	2008.07.14
01A452	01A4AE	CODE	N	Routines for AI - 05 attack random PC	2008.07.14
01A4AF	01A4DF	CODE	N	Routines for AI - 06 attack nearest PC	2008.07.14
01A4E0	01A507	CODE	N	Unknown routines	2008.07.14
01A508	01A540	CODE	N	Routines for AI - 08 attack PC based on unknown PC HP conditions	2008.07.14
01A541	01AF21	CODE	N	Unknown routines	2008.07.14
01AF22	01AF78	CODE	N	Routines determine success/fail for techs and other random value situations?	2008.07.14
01AF79	01AFD1	CODE	N	Routines determine if PC's attack is a critical hit	2008.07.14
01AFD2	01B0A2	CODE	N	Unknown routines	2008.07.14
01B0A3	01B0B5	CODE	N	Check if PC's HP is in critical status	2008.02.13
01B0B6	01B0BF	CODE	N	Routines related to if PC or enemy is currently dead	2008.07.14
01B0C0	01B0D4	CODE	N	Status processing - Sleep	2008.07.14
01B0D5	01B0EE	CODE	N	Status processing - Protect/Shield	2008.07.14
01B0EF	01B105	CODE	N	Status processing - Poison	2008.07.14
01B106	01B11C	CODE	N	Status processing - HP Loss	2008.07.14
01B11D	01B136	CODE	N	Status processing - MP Regen	2008.07.14
01B137	01B150	CODE	N	Status processing - (unknown)	2008.07.14
01B151	01B167	CODE	N	Status processing - Slow	2008.07.14
01B168	01B181	CODE	N	Status processing - M. Def. Up	2008.07.14
01B182	01B19B	CODE	N	Status processing - Haste	2008.07.14
01B19C	01B1B5	CODE	N	Status processing - 2x Evade	2008.07.14
01B1B6	01B1CC	CODE	N	Status processing - Stop	2008.07.14
01B1CD	01B1EB	CODE	N	Routines related to PCs and Lock status	2008.07.14
01B1EC	01B215	CODE	N	Routines related to Confuse status	2008.07.14
01B216	01B222	CODE	N	Routines related to Stop status	2008.07.14
01B223	01B2A8	CODE	N	Unknown routines	2008.07.14
01B2A9	01B2AD	CODE	N	Check if PC has 0 HP	2008.02.13
01B2AE	01B2B0	CODE	N	Unknown routines	2008.07.14
01B2B1	01B2DD	CODE	N	Routines used if PC or enemy has died (includes status effect removal)	2008.07.14
01B2DE	01B2E0	CODE	N	Jump to additional routines if enemy has died	2008.07.14
01B2E1	01B30E	CODE	N	Unknown routines	2008.07.14
01B30F	01B315	CODE	N	Check if PC has auto-revive status	2008.02.13
01B316	01B80C	CODE	N	Unknown routines	2008.07.14
01B80D	01B85E	PTR	N	"Pointers to Enemy AI Condition routines (41 total, range $00-28)"	2008.07.14
01B85F	01B88C	PTR	N	"Pointers to Enemy AI Action routines 1st set (23 total, $00-16)"	2008.07.14
01B88D	01B8BA	PTR	N	"Pointers to Enemy AI Action routines 2nd set (23 total, $00-16)"	2008.07.14
01B8BB	01B8C4	CODE	N	Unknown routines	2008.07.14
01B8C5	01B8C6	PTR	N	Pointer to 05 attack random PC routines	2008.07.14
